Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name,Average Data Speed Download,Average Data Speed Upload,Population,Literacy Rate,Rainfall,Area of the state,Average_Signal
RJio,Outdoor,4G,5,Satisfactory,0.534310296,0.377228321,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Outdoor,4G,5,Satisfactory,0.534310296,0.377228321,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Outdoor,4G,1,Poor Voice Quality,0.447996819,0.146056986,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Outdoor,4G,5,Satisfactory,0.423846328,0.186505943,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Vodafone,Indoor,3G,5,Satisfactory,0.769163089,0.25250941,Rajasthan,0.069154395,0.098922914,2,6,0,1,0.478636991
Vodafone,Indoor,3G,5,Satisfactory,0.770664188,0.450558677,Uttar Pradesh,0.059731101,0.092665232,9,6,3,0.673827198,0.478395777
RJio,Indoor,4G,5,Satisfactory,0.547310225,0.670262675,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Travelling,4G,4,Satisfactory,0.195463829,0.327210509,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
RJio,Indoor,4G,4,Satisfactory,0.195463829,0.327210509,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
RJio,Indoor,4G,4,Satisfactory,0.845233124,0.311425584,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
Airtel,Indoor,4G,4,Satisfactory,0.195217576,0.323902917,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
RJio,Indoor,4G,5,Satisfactory,0.88602893,0.300366063,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
RJio,Indoor,4G,4,Satisfactory,0.43395587,0.165264721,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Vodafone,Indoor,4G,5,Satisfactory,0.770498856,0.253395723,Rajasthan,0.175813487,0.397520994,2,6,0,1,0.477613938
RJio,Indoor,4G,2,Call Dropped,0.770185522,0.450291548,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
Airtel,Outdoor,3G,3,Poor Voice Quality,0.446133576,0.146776438,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,3G,4,Satisfactory,0.446126104,0.146763587,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
RJio,Indoor,4G,2,Poor Voice Quality,0.466484828,0.144111816,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Indoor,3G,4,Satisfactory,0.446126104,0.146763587,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Vodafone,Indoor,4G,5,Satisfactory,0.587492476,0.727510142,West Bengal,0.185890983,0.420457718,3,7,6,0.1644461,0.476359067
RJio,Indoor,4G,1,Call Dropped,0.422075573,0.179272308,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.500366328,0.63210298,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
Vodafone,Travelling,4G,4,Satisfactory,0.349401832,0.195944256,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
Vodafone,Travelling,4G,4,Satisfactory,0.349401832,0.195944256,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
Idea,Travelling,4G,3,Satisfactory,0.463205751,0.162007322,Maharashtra,0.177116807,0.445744448,4,8,4,0.88619403,0.476894394
RJio,Indoor,4G,4,Satisfactory,0.117868748,0.300948604,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Indoor,4G,1,Poor Voice Quality,0.863539495,0.301735566,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
RJio,Indoor,4G,2,Poor Voice Quality,0.932487658,0.263762199,Punjab,0.445519017,0.396685158,0,7,1,0.03790346,0.477425661
RJio,Outdoor,4G,4,Satisfactory,0.195491831,0.320419397,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
RJio,Indoor,4G,5,Satisfactory,0.123193171,0.308092355,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Outdoor,4G,5,Satisfactory,0.123193171,0.308092355,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Outdoor,4G,5,Satisfactory,0.123193171,0.308092355,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Outdoor,4G,5,Satisfactory,0.123193171,0.308092355,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Outdoor,4G,5,Satisfactory,0.123193171,0.308092355,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Outdoor,4G,5,Satisfactory,0.123193171,0.308092355,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
Vodafone,Indoor,3G,5,Satisfactory,0.770498856,0.253395723,Rajasthan,0.069154395,0.098922914,2,6,0,1,0.478636991
Vodafone,Travelling,3G,4,Satisfactory,0.349401832,0.195944256,Maharashtra,0.06840079,0.08136687,4,8,4,0.88619403,0.478677566
RJio,Travelling,4G,5,Satisfactory,0.194739092,0.419969311,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Travelling,4G,3,Poor Voice Quality,0.474153068,0.140976123,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766549915,0.376068116,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766533299,0.375873853,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766481712,0.376003371,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,5,Satisfactory,0.766481712,0.376003371,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,4,Satisfactory,0.766753852,0.446355828,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Travelling,4G,4,Satisfactory,0.200186673,0.217455026,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
Idea,Travelling,4G,2,Poor Voice Quality,0.453899379,0.15301805,Maharashtra,0.177116807,0.445744448,4,8,4,0.88619403,0.476894394
Idea,Travelling,4G,2,Poor Voice Quality,0.44746039,0.1453827,Maharashtra,0.177116807,0.445744448,4,8,4,0.88619403,0.476894394
Idea,Travelling,4G,2,Poor Voice Quality,0.453474175,0.153072362,Maharashtra,0.177116807,0.445744448,4,8,4,0.88619403,0.476894394
Vodafone,Travelling,4G,2,Poor Voice Quality,0.453474833,0.153073441,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
Idea,Travelling,4G,2,Poor Voice Quality,0.45344944,0.153081944,Maharashtra,0.177116807,0.445744448,4,8,4,0.88619403,0.476894394
RJio,Indoor,4G,2,Poor Voice Quality,0.578509367,0.156797096,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
Vodafone,Indoor,4G,3,Poor Voice Quality,0.525150334,0.328959255,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
RJio,Indoor,4G,5,Satisfactory,0.534310296,0.377228321,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Indoor,4G,2,Poor Voice Quality,0.473049661,0.140862203,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
RJio,Indoor,4G,1,Call Dropped,0.845213286,0.311417492,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
Airtel,Indoor,4G,1,Poor Voice Quality,0.192075144,0.323282933,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
RJio,Indoor,4G,2,Poor Voice Quality,0.591144977,0.726850772,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
Airtel,Indoor,4G,4,Satisfactory,0.453279762,0.148854532,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,3G,4,Satisfactory,0.453279762,0.148854532,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,4G,4,Satisfactory,0.453279762,0.148854532,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,4,Satisfactory,0.456949192,0.152409918,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Travelling,4G,4,Satisfactory,0.447705758,0.146532792,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,4,Satisfactory,0.452675073,0.148647523,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,4,Satisfactory,0.452675073,0.148647523,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Travelling,4G,5,Satisfactory,0.452498332,0.148573225,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.45256159,0.148682784,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
RJio,Indoor,4G,4,Satisfactory,0.429776196,0.179070159,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Poor Voice Quality,0.845213286,0.311417492,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,5,Satisfactory,0.534310296,0.377228321,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.546616607,0.559003969,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Outdoor,4G,5,Satisfactory,0.546945628,0.559022937,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.718619062,0.604354053,Bihar,0.978007087,0.531543662,4,6,3,0.182282053,0.478527436
Airtel,Indoor,4G,1,Call Dropped,0.192075144,0.323282933,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Airtel,Indoor,4G,5,Satisfactory,0.497185287,0.632436947,Odisha,0.332950525,0.298096329,1,7,4,0.385145826,0.476502961
RJio,Outdoor,4G,5,Satisfactory,0.546945628,0.559022937,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.592743691,0.729195838,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
RJio,Indoor,4G,5,Satisfactory,0.541629678,0.548233195,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
Vodafone,Indoor,4G,5,Satisfactory,0.842788613,0.31645054,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
RJio,Indoor,4G,1,Poor Voice Quality,0.723877238,0.446123942,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,1,Poor Voice Quality,0.724116977,0.446595864,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,5,Satisfactory,0.541629678,0.548233195,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
Airtel,Indoor,4G,1,Call Dropped,0.45191216,0.143600127,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Vodafone,Outdoor,3G,1,Call Dropped,0.196596913,0.420542531,Tamil Nadu,0.091272459,0.12270864,2,8,2,0.300607167,0.479001903
Vodafone,Outdoor,3G,1,Call Dropped,0.195291288,0.420658539,Tamil Nadu,0.091272459,0.12270864,2,8,2,0.300607167,0.479001903
Vodafone,Outdoor,3G,1,Call Dropped,0.195291288,0.420658539,Tamil Nadu,0.091272459,0.12270864,2,8,2,0.300607167,0.479001903
Vodafone,Travelling,3G,2,Poor Voice Quality,0.195291288,0.420658539,Tamil Nadu,0.091272459,0.12270864,2,8,2,0.300607167,0.479001903
RJio,Indoor,4G,5,Satisfactory,0.592743691,0.729195838,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
RJio,Indoor,4G,1,Poor Voice Quality,0.588381011,0.102437698,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
Airtel,Indoor,3G,1,Call Dropped,0.451918891,0.143609096,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
RJio,Indoor,4G,4,Satisfactory,0.474689694,0.229518068,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Indoor,3G,1,Poor Voice Quality,0.196226095,0.319148237,Karnataka,0.054367101,0.054221802,2,7,3,0.504087337,0.478120278
Vodafone,Outdoor,3G,4,Satisfactory,0.602850071,0.069150785,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
Airtel,Indoor,4G,1,Call Dropped,0.192073383,0.323279286,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
RJio,Indoor,4G,5,Satisfactory,0.592743691,0.729195838,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
RJio,Indoor,4G,5,Satisfactory,0.546885572,0.559203151,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,1,Poor Voice Quality,0.764308042,0.729066796,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
Airtel,Travelling,3G,2,Call Dropped,0.196940319,0.326629579,Karnataka,0.054367101,0.054221802,2,7,3,0.504087337,0.478120278
Airtel,Indoor,4G,2,Poor Voice Quality,0.196940319,0.326629579,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Airtel,Indoor,3G,5,Satisfactory,0.196940319,0.326629579,Karnataka,0.054367101,0.054221802,2,7,3,0.504087337,0.478120278
RJio,Indoor,4G,5,Satisfactory,0.592743691,0.729195838,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
Airtel,Indoor,3G,2,Poor Voice Quality,0.850077481,0.267732738,Haryana,0.044468651,0.054571386,0,7,1,0.017631586,0.478670634
RJio,Indoor,4G,5,Satisfactory,0.587787451,0.039748502,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Indoor,4G,5,Satisfactory,0.587787451,0.039748502,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Indoor,4G,5,Satisfactory,0.587787451,0.039748502,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
Airtel,Indoor,4G,3,Poor Voice Quality,0.768814195,0.253113735,Rajasthan,0.235373678,0.252552298,2,6,0,1,0.476374341
Airtel,Indoor,3G,2,Poor Voice Quality,0.850077481,0.267732738,Haryana,0.044468651,0.054571386,0,7,1,0.017631586,0.478670634
Airtel,Indoor,3G,2,Poor Voice Quality,0.850077481,0.267732738,Haryana,0.044468651,0.054571386,0,7,1,0.017631586,0.478670634
BSNL,Indoor,4G,4,Satisfactory,0.424074679,0.182932155,Maharashtra,0.225998775,0.322778307,4,8,4,0.88619403,0.477346684
RJio,Indoor,4G,1,Poor Voice Quality,0.105927237,0.406861275,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Indoor,4G,1,Poor Voice Quality,0.105922061,0.406866944,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Outdoor,4G,1,Poor Voice Quality,0.105922061,0.406866944,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
Idea,Outdoor,4G,5,Satisfactory,0.423733048,0.185480153,Maharashtra,0.177116807,0.445744448,4,8,4,0.88619403,0.476894394
Vodafone,Travelling,3G,3,Poor Voice Quality,0.422342288,0.208878147,Maharashtra,0.06840079,0.08136687,4,8,4,0.88619403,0.478677566
Airtel,Travelling,4G,4,Satisfactory,0.42514634,0.183021171,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Travelling,3G,5,Satisfactory,0.424549772,0.183290499,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Travelling,4G,4,Satisfactory,0.424086362,0.183927892,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,3G,5,Satisfactory,0.423295402,0.18559165,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,3G,5,Satisfactory,0.423295402,0.18559165,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,3G,1,Poor Voice Quality,0.423295402,0.18559165,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,3G,4,Satisfactory,0.423473663,0.185337096,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,3G,3,Poor Voice Quality,0.424365539,0.18440791,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Outdoor,4G,4,Satisfactory,0.423889793,0.184749488,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,3G,4,Satisfactory,0.423890373,0.184746987,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,3G,4,Satisfactory,0.424364019,0.184439246,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Outdoor,4G,3,Satisfactory,0.424364019,0.184439246,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Vodafone,Outdoor,4G,5,Satisfactory,0.842439102,0.316096447,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
Vodafone,Outdoor,4G,5,Satisfactory,0.842436578,0.316091146,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
Vodafone,Indoor,4G,5,Satisfactory,0.842439301,0.316070409,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
RJio,Indoor,4G,5,Satisfactory,0.166935103,0.286442398,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
Vodafone,Indoor,4G,5,Satisfactory,0.842434556,0.316061085,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
RJio,Indoor,4G,4,Satisfactory,0.609642162,0.131670011,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
Airtel,Indoor,4G,5,Satisfactory,0.49707729,0.632462586,Odisha,0.332950525,0.298096329,1,7,4,0.385145826,0.476502961
RJio,Indoor,4G,5,Satisfactory,0.718611478,0.604348241,Bihar,0.978007087,0.531543662,4,6,3,0.182282053,0.478527436
Idea,Indoor,4G,2,Poor Voice Quality,0.425618623,0.179133422,Maharashtra,0.177116807,0.445744448,4,8,4,0.88619403,0.476894394
Vodafone,Indoor,3G,5,Satisfactory,0.456897946,0.144134449,Maharashtra,0.06840079,0.08136687,4,8,4,0.88619403,0.478677566
RJio,Indoor,4G,3,Satisfactory,0.514641423,0.543556888,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
Airtel,Indoor,3G,5,Satisfactory,0.096169658,0.310071404,Tamil Nadu,0.036321276,0.062303489,2,8,2,0.300607167,0.478453945
RJio,Indoor,4G,1,Call Dropped,0.445404817,0.144582761,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Poor Voice Quality,0.445061839,0.144340468,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Poor Voice Quality,0.444423927,0.144234912,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Outdoor,3G,4,Satisfactory,0.19617394,0.322479666,Karnataka,0.054367101,0.054221802,2,7,3,0.504087337,0.478120278
RJio,Indoor,4G,4,Satisfactory,0.386374011,0.194969779,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Travelling,4G,4,Satisfactory,0.141490327,0.342579415,Tamil Nadu,0.243948435,0.213997202,2,8,2,0.300607167,0.476680758
Airtel,Travelling,4G,1,Call Dropped,0.194401577,0.326402601,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Airtel,Outdoor,4G,5,Satisfactory,0.19289556,0.417680503,Tamil Nadu,0.243948435,0.213997202,2,8,2,0.300607167,0.476680758
Airtel,Indoor,4G,5,Satisfactory,0.096155145,0.309958306,Tamil Nadu,0.243948435,0.213997202,2,8,2,0.300607167,0.476680758
Vodafone,Indoor,3G,1,Poor Voice Quality,0.633000667,0.135389044,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
Vodafone,Indoor,3G,1,Poor Voice Quality,0.633000667,0.135389044,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
Vodafone,Indoor,3G,1,Call Dropped,0.633000667,0.135389044,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
Vodafone,Indoor,4G,1,Poor Voice Quality,0.633000667,0.135389044,Gujarat,0.211519457,0.370879261,2,8,2,0.51804032,0.477251696
Vodafone,Travelling,4G,1,Poor Voice Quality,0.633000667,0.135389044,Gujarat,0.211519457,0.370879261,2,8,2,0.51804032,0.477251696
Vodafone,Indoor,4G,1,Poor Voice Quality,0.633000667,0.135389044,Gujarat,0.211519457,0.370879261,2,8,2,0.51804032,0.477251696
RJio,Indoor,4G,2,Poor Voice Quality,0.725337778,0.589971337,Bihar,0.978007087,0.531543662,4,6,3,0.182282053,0.478527436
RJio,Indoor,4G,5,Satisfactory,0.498698708,0.63160553,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
Vodafone,Indoor,3G,1,Poor Voice Quality,0.633000667,0.135389044,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
Vodafone,Indoor,3G,1,Poor Voice Quality,0.633000667,0.135389044,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
RJio,Indoor,4G,5,Satisfactory,0.588563052,0.727355728,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
RJio,Outdoor,4G,1,Poor Voice Quality,0.851590964,0.321937503,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
Idea,Indoor,3G,1,Poor Voice Quality,0.421633784,0.180773989,Maharashtra,0.053706888,0.079390198,4,8,4,0.88619403,0.478341131
RJio,Outdoor,4G,5,Satisfactory,0.718120234,0.602698061,Bihar,0.978007087,0.531543662,4,6,3,0.182282053,0.478527436
Airtel,Outdoor,4G,4,Satisfactory,0.443990524,0.153959382,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,1,Poor Voice Quality,0.709138914,0.48218605,Uttar Pradesh,0.227597958,0.407191851,9,6,3,0.673827198,0.477256378
Airtel,Indoor,3G,1,Poor Voice Quality,0.709138914,0.48218605,Uttar Pradesh,0.059478667,0.0534385,9,6,3,0.673827198,0.478804095
Airtel,Indoor,4G,2,Poor Voice Quality,0.709138914,0.48218605,Uttar Pradesh,0.227597958,0.407191851,9,6,3,0.673827198,0.477256378
Airtel,Indoor,4G,1,Poor Voice Quality,0.709138914,0.48218605,Uttar Pradesh,0.227597958,0.407191851,9,6,3,0.673827198,0.477256378
Airtel,Indoor,4G,3,Poor Voice Quality,0.52510072,0.328897252,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Travelling,4G,2,Poor Voice Quality,0.190780767,0.415670828,Tamil Nadu,0.243948435,0.213997202,2,8,2,0.300607167,0.476680758
RJio,Indoor,4G,5,Satisfactory,0.541624974,0.548240078,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.425967165,0.183148144,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Vodafone,Travelling,3G,2,Poor Voice Quality,0.425632777,0.179848005,Maharashtra,0.06840079,0.08136687,4,8,4,0.88619403,0.478677566
RJio,Indoor,4G,3,Satisfactory,0.446330108,0.144608469,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Indoor,4G,5,Satisfactory,0.845128633,0.297922901,Haryana,0.387170295,0.357265893,0,7,1,0.017631586,0.477111291
Airtel,Indoor,4G,5,Satisfactory,0.845128633,0.297922901,Haryana,0.387170295,0.357265893,0,7,1,0.017631586,0.477111291
Airtel,Indoor,4G,3,Poor Voice Quality,0.603059873,0.012268194,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
RJio,Indoor,4G,5,Satisfactory,0.886033618,0.300203935,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
RJio,Indoor,4G,3,Satisfactory,0.446330108,0.144608469,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Outdoor,4G,5,Satisfactory,0.194086646,0.322273834,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
BSNL,Indoor,4G,4,Satisfactory,0.424152195,0.181451636,Maharashtra,0.225998775,0.322778307,4,8,4,0.88619403,0.477346684
RJio,Indoor,4G,4,Satisfactory,0.839267887,0.312820678,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
Airtel,Travelling,4G,5,Satisfactory,0.189325096,0.414594302,Tamil Nadu,0.243948435,0.213997202,2,8,2,0.300607167,0.476680758
RJio,Indoor,4G,4,Satisfactory,0.839278487,0.312825473,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
Airtel,Indoor,4G,4,Satisfactory,0.443990557,0.153959664,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,3G,1,Poor Voice Quality,0.7095192,0.481989646,Uttar Pradesh,0.059478667,0.0534385,9,6,3,0.673827198,0.478804095
RJio,Indoor,4G,3,Satisfactory,0.446330108,0.144608469,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,2,Poor Voice Quality,0.77065942,0.253472435,Rajasthan,0.856392565,0.459604482,2,6,0,1,0.479225424
